id,out_duration,return_duration,out_time,return_time,out_stops,out_airline,price,scraped_time
2660,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 17:11:35
2661,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 17:11:35
2662,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 16:16:01
2663,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 16:16:01
2664,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 15:13:40
2665,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 15:13:40
2666,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 14:12:43
2667,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 14:12:43
2668,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-08 13:20:30
2669,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-08 13:20:30
2670,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 12:25:51
2671,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 12:25:51
2672,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-08 11:10:47
2673,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-08 11:10:47
2674,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 10:14:38
2675,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 10:14:38
2676,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-08 09:13:57
2677,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-08 09:13:57
2678,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-08 08:17:06
2679,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-08 08:17:06
2680,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 07:12:04
2681,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 07:12:04
2682,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-08 06:19:17
2683,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-08 06:19:17
2684,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-08 05:13:09
2685,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-08 05:13:09
2686,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-08 04:15:50
2687,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-08 04:15:50
2688,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-08 03:17:30
2689,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-08 03:17:30
2690,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-08 02:43:33
2691,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-08 02:43:33
2692,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-08 01:01:05
2693,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-08 01:01:05
2694,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 23:11:56
2695,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 23:11:56
2696,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 22:12:13
2697,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 22:12:13
2698,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 21:12:14
2699,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 21:12:14
2700,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 20:13:51
2701,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 20:13:51
2702,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 19:10:28
2703,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 19:10:28
2704,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 18:18:07
2705,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 18:18:07
2706,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 17:12:01
2707,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 17:12:01
2708,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 16:30:24
2709,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 16:30:24
2710,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 15:20:49
2711,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 15:20:49
2712,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 13:21:06
2713,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 13:21:06
2714,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 12:25:31
2715,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 12:25:31
2716,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 11:10:46
2717,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 11:10:46
2718,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 10:14:36
2719,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 10:14:36
2720,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 09:14:21
2721,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 09:14:21
2722,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 08:17:23
2723,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 08:17:23
2724,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2025-01-07 07:12:53
2725,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2025-01-07 07:12:53
2726,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 06:18:56
2727,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 06:18:56
2728,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 05:12:39
2729,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 05:12:39
2730,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 04:15:09
2731,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 04:15:09
2732,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 03:19:58
2733,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 03:19:58
2734,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-07 02:46:25
2735,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-07 02:46:25
2736,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-07 01:01:22
2737,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-07 01:01:22
2738,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-06 23:12:38
2739,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-06 23:12:38
2740,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 22:12:21
2741,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 22:12:21
2742,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-06 21:12:28
2743,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-06 21:12:28
2744,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 20:12:48
2745,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 20:12:48
2746,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 19:09:57
2747,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 19:09:57
2748,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-06 18:17:44
2749,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-06 18:17:44
2750,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 17:11:38
2751,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 17:11:38
2752,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 16:16:09
2753,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 16:16:09
2754,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-06 15:13:37
2755,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-06 15:13:37
2756,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-06 14:12:33
2757,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-06 14:12:33
2758,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 13:20:47
2759,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 13:20:47
2760,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2025-01-06 12:25:55
2761,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2025-01-06 12:25:55
2762,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 11:10:46
2763,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 11:10:46
2764,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 10:14:22
2765,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 10:14:22
2766,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 09:14:35
2767,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 09:14:35
2768,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 08:17:33
2769,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 08:17:33
2770,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 07:13:24
2771,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 07:13:24
2772,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-06 06:19:30
2773,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-06 06:19:30
2774,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-06 05:13:35
2775,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-06 05:13:35
2776,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-06 04:16:20
2777,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-06 04:16:20
2778,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-06 03:21:25
2779,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-06 03:21:25
2780,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-06 02:50:24
2781,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-06 02:50:24
2782,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-06 01:04:10
2783,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-06 01:04:10
2784,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 23:11:58
2785,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 23:11:58
2786,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 22:11:15
2787,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 22:11:15
2788,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 21:11:23
2789,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 21:11:23
2790,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 20:12:54
2791,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 20:12:54
2792,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 19:09:43
2793,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 19:09:43
2794,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 18:15:53
2795,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 18:15:53
2796,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 17:10:07
2797,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 17:10:07
2798,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 16:13:53
2799,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 16:13:53
2800,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 15:11:56
2801,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 15:11:56
2802,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 14:10:29
2803,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 14:10:29
2804,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 13:16:21
2805,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 13:16:21
2806,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 12:22:42
2807,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 12:22:42
2808,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 11:09:41
2809,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 11:09:41
2810,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 10:12:42
2811,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 10:12:42
2812,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 09:12:19
2813,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 09:12:19
2814,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 08:15:24
2815,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 08:15:24
2816,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 07:11:19
2817,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 07:11:19
2818,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 06:17:05
2819,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 06:17:05
2820,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 05:12:04
2821,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 05:12:04
2822,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 04:15:28
2823,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 04:15:28
2824,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,952.0,2025-01-05 03:21:34
2825,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,905.0,2025-01-05 03:21:34
2826,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 03:21:34
2836,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-05 02:51:16
2837,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-05 02:51:16
2838,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-05 01:06:07
2839,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-05 01:06:07
2840,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 23:11:42
2841,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 23:11:42
2842,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 22:11:11
2843,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 22:11:11
2844,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 21:11:44
2845,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 21:11:44
2846,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 20:13:28
2847,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 20:13:28
2848,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 19:09:39
2849,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 19:09:39
2850,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 18:16:13
2851,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 18:16:13
2852,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 17:10:17
2853,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 17:10:17
2854,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 16:14:09
2855,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 16:14:09
2856,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 15:11:56
2857,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 15:11:56
2858,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 14:10:59
2859,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 14:10:59
2860,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 13:16:53
2861,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 13:16:53
2862,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 12:22:44
2863,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 12:22:44
2864,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 11:10:07
2865,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 11:10:07
2866,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 10:12:32
2867,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 10:12:32
2868,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 09:12:31
2869,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 09:12:31
2870,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 08:15:16
2871,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 08:15:16
2872,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 07:11:19
2873,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 07:11:19
2874,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 06:16:50
2875,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 06:16:50
2876,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 05:12:23
2877,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 05:12:23
2878,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,858.0,2025-01-04 04:15:20
2879,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,858.0,2025-01-04 04:15:20
2880,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 03:16:11
2881,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 03:16:11
2882,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-04 02:15:13
2883,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-04 02:15:13
2884,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-04 00:59:29
2885,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-04 00:59:29
2886,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-03 23:12:29
2887,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-03 23:12:29
2888,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-03 22:12:05
2889,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-03 22:12:05
2890,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-03 21:11:43
2891,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2025-01-03 21:11:43
2892,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-03 20:13:46
2893,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-03 20:13:46
2894,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2025-01-03 19:10:28
2895,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2025-01-03 19:10:28
2896,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-03 18:17:22
